x,z,cp
0.5001216627508548,-0.03228211398004732,-0.15759
0.4751229591572161,-0.03485139194153808,-0.176184
0.4503396584667302,-0.03714902290849767,-0.192594
0.42587946213097283,-0.039134718560151244,-0.205378
0.4018341158309167,-0.04078574192338835,-0.212998
0.37829935419018473,-0.042084940544809796,-0.213463
0.3553669228897497,-0.04303710115559667,-0.207825
0.33310463395467765,-0.04368809659623524,-0.198059
0.3115802994100354,-0.04405388263732932,-0.18408
0.2908457755102854,-0.04417594428244906,-0.16779
0.27094095168193755,-0.044097761006490016,-0.151464
0.25189773946619953,-0.04385403661051565,-0.136062
0.2337320946336753,-0.043463519124985556,-0.121419
0.21645997295496888,-0.04294136653197339,-0.107124
0.20008935231538158,-0.04229834897663676,-0.0926618
0.18461624377226324,-0.04154164655574749,-0.0772231
0.17002469155500952,-0.04068083273166781,-0.0601072
0.15630671777831845,-0.03972787433235073,-0.0414421
0.14343838878628437,-0.03870191828252084,-0.0220942
0.13139577092300134,-0.03761931924704717,-0.0023899
0.12015094158991285,-0.03649044847682223,0.0179434
0.10966800030315944,-0.03532448053994325,0.0389813
0.09992301340683615,-0.03413059000450752,0.0605666
0.09087210253178185,-0.03291436139022627,0.0832809
0.08248335613678891,-0.03168297479387139,0.106734
0.07472486268064933,-0.030444806995009843,0.131047
0.06755673273685352,-0.029202650253497275,0.156193
0.06094705476419348,-0.02796448245463573,0.182233
0.054859928278811115,-0.026729904704160062,0.209258
0.04926344173949809,-0.025506097098842023,0.237393
0.04412568360504679,-0.024291862955886284,0.266634
0.039418731276900404,-0.023093983477799535,0.297148
0.03510668427120012,-0.02190926751046099,0.328746
0.031169597874691132,-0.020746091833437702,0.361467
0.02757556054616582,-0.019597675244223012,0.395674
0.024300638629718194,-0.01847438899370943,0.430275
0.021324887412093794,-0.01736865409086011,0.466946
0.018624373237385927,-0.016285257266856284,0.503754
0.016179151392340496,-0.015225794098758239,0.541753
0.013973266106353148,-0.014183084489794301,0.581298
0.011982783723518258,-0.013168297479387137,0.619453
0.010199726358534182,-0.01217465186503014,0.658988
0.008608138240796575,-0.011197360915542132,0.698528
0.007188074657050627,-0.01024958814167129,0.735089
0.005931557721994695,-0.009323754552380797,0.770973
0.004838587435628428,-0.008415073416489477,0.803967
0.003873263314093377,-0.007535511561950259,0.831347
0.003043563242691182,-0.006683872305967842,0.853236
0.0023454982787710237,-0.005855368917361076,0.867693
0.0017631126517292652,-0.005053591444515809,0.87275
0.001276461648310742,-0.00428811334979437,0.867639
0.0008815563258646326,-0.003557737950401485,0.851332
0.0005823856270417583,-0.002862864140602245,0.823994
0.00036299378123848237,-0.0022050874974570145,0.787713
0.00019944713254846483,-0.0015891947521470273,0.74364
9.174568097241428e-05,-0.0010171803759977394,0.692354
2.7922598556806334e-05,-0.00048744879194873025,0.636136
