M_wingbox,M_wing,LGM,aoa_pullup,aoa_pushdown,TOGM,M_fuel,aoa_cruise,L/D,tank usage
704.54,2141.91,45783.81,9.46,-5.10,56767.77,10983.96,4.12,16.17,100.00
