M_wingbox,M_wing,LGM,aoa_pullup,aoa_pushdown,TOGM,M_fuel,aoa_cruise,L/D,tank usage,semispan,AR,taper,sweep,area
1528.50,4030.27,49560.55,10.68,-7.63,59430.82,9870.27,3.81,19.35,100.00,21.81,19.21,0.20,31.52,49.53
